event_month,date_event_began,time_event_began,restoration_date,restoration_time,area_affected,nerc_region_list,alert_criteria,event_type,demand_loss_(mw),number_of_customers_affected,year
november,2022-11-02 00:00:00,15:11:00,2022-11-02 00:00:00,15:25:00,texas:cameron county,['texas re'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2022
november,2022-11-03 00:00:00,12:07:00,2022-11-03 00:00:00,14:24:00,washington:douglas county,['wecc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,0,0,2022
november,2022-11-04 00:00:00,20:05:00,2022-11-07 00:00:00,09:00:00,washington:island county:king county:kittitas county:thurston county:kitsap county:pierce county:skagit county:whatcom county,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,214000,2022
november,2022-11-05 00:00:00,13:00:00,2022-11-08 00:00:00,07:00:00,michigan:kalamazoo county:kent county:calhoun county:genesee county:ottawa county:muskegon county:eaton county:saginaw county:van buren county:hillsdale county:shiawassee county:jackson county:lenawee county:branch county:montcalm county:monroe county:manistee county:roscommon county:clinton county:ingham county:gladwin county:arenac county:ogemaw county:iosco county:alcona county,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,158450,2022
november,2022-11-05 00:00:00,19:57:00,nat,,michigan:oakland county:wayne county:monroe county:lapeer county:st. clair county:washtenaw county:macomb county:tuscola county:sanilac county:huron county,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,53000,2022
november,2022-11-05 00:00:00,19:00:00,nat,,wisconsin,"['mro', 'rf']","loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,50000,2022
november,2022-11-08 00:00:00,15:48:00,2022-11-08 00:00:00,16:21:00,texas:hockley county,['texas re'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,0,0,2022
november,2022-11-10 00:00:00,11:07:00,2022-11-10 00:00:00,12:00:00,arkansas:pulaski county,['serc'],unplanned evacuation from its bulk electric system control center facility for 30 continuous minutes or more.,generation inadequacy,0,0,2022
november,2022-11-10 00:00:00,06:00:00,2022-11-11 00:00:00,08:47:00,florida:alachua county:bay county:citrus county:columbia county:dixie county:franklin county:gilchrist county:gulf county:hamilton county:hardee county:hernando county:highlands county:jefferson county:lafayette county:lake county:levy county:madison county:marion county:orange county:osceola county:pasco county:pinellas county:polk county:seminole county:sumter county:suwannee county:taylor county:volusia county:wakulla county,['serc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,160000,2022
november,2022-11-11 00:00:00,01:00:00,2022-11-11 00:00:00,05:00:00,california:san bernardino county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,,,2022
november,2022-11-11 00:00:00,01:41:00,2022-11-14 00:00:00,14:00:00,ohio:knox county,['rf'],damage or destruction of its facility that results from actual or suspected intentional human action.,actual physical attack-vandalism,7,1775,2022
november,2022-11-15 00:00:00,10:17:00,2022-11-15 00:00:00,11:06:00,massachusetts:hampden county,['npcc'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2022
november,2022-11-15 00:00:00,01:00:00,2022-11-15 00:00:00,06:00:00,oregon:josephine county:washington:idaho:utah:wyoming,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2022
november,2022-11-18 00:00:00,04:30:00,2022-11-18 00:00:00,04:59:00,washington:cowlitz county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,actual physical attack-vandalism,3,1454,2022
november,2022-11-22 00:00:00,10:01:00,2022-11-22 00:00:00,10:43:00,maine:penobscot county,['npcc'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2022
november,2022-11-23 00:00:00,07:03:00,2022-11-23 00:00:00,08:57:00,texas:cameron county,['texas re'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2022
november,2022-11-23 00:00:00,10:15:00,2022-11-23 00:00:00,14:09:00,washington:pierce county,['wecc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,actual physical attack-vandalism,0,0,2022
november,2022-11-23 00:00:00,12:46:00,2022-11-23 00:00:00,13:19:00,michigan,['rf'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2022
november,2022-11-23 00:00:00,09:30:00,nat,,maryland:delaware:new jersey:pennsylvania:illinois:district of columbia,['rf'],cyber event that could potentially impact electric power system adequacy or reliability,cyber event,,,2022
november,2022-11-24 00:00:00,01:40:00,2022-11-24 00:00:00,01:45:00,oregon:clackamas county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2022
november,2022-11-25 00:00:00,05:00:00,2022-11-25 00:00:00,08:00:00,california:riverside county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,actual physical attack-vandalism,0,0,2022
november,2022-11-27 00:00:00,17:28:00,2022-11-27 00:00:00,23:58:00,maryland:montgomery county,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more",transmission interruption,190,87500,2022
november,2022-11-28 00:00:00,01:08:00,2022-11-28 00:00:00,02:24:00,oregon:clackamas county,['wecc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,actual physical attack-vandalism,,6337,2022
november,2022-11-30 00:00:00,18:45:00,2022-12-02 00:00:00,04:00:00,maine:massachusetts:connecticut:rhode island:vermont:new hampshire,['npcc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,113,113000,2022
november,2022-11-30 00:00:00,02:37:00,2022-11-30 00:00:00,06:10:00,new york:broome county,['npcc'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2022
november,2022-11-30 00:00:00,03:35:00,2022-11-30 00:00:00,09:10:00,alabama:mississippi:georgia,['serc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,386,54110,2022
december,2022-12-03 00:00:00,19:51:00,nat,,north carolina:moore county,['serc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,vandalism,99,45000,2022
december,2022-12-05 00:00:00,18:20:00,2022-12-05 00:00:00,18:55:00,pennsylvania:york county,['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2022
december,2022-12-05 00:00:00,09:00:00,2022-12-05 00:00:00,13:00:00,new york:orange county,['npcc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,vandalism,0,0,2022
december,2022-12-06 00:00:00,09:25:00,nat,,california:sacramento county,['wecc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2022
december,2022-12-06 00:00:00,08:26:00,2022-12-06 00:00:00,08:30:00,kentucky:jefferson county,['serc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",vandalism,0,0,2022
december,2022-12-06 00:00:00,00:00:00,2022-12-06 00:00:00,00:01:00,georgia:heard county,['serc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2022
december,2022-12-06 00:00:00,00:00:00,2022-12-06 00:00:00,00:01:00,georgia:bartow county,['serc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2022
december,2022-12-06 00:00:00,12:45:00,nat,,ohio,['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,2600,,2022
december,2022-12-06 00:00:00,08:15:00,2022-12-06 00:00:00,12:15:00,pennsylvania,['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,1883,,2022
december,2022-12-07 00:00:00,13:35:00,2022-12-07 00:00:00,13:40:00,illinois:cook county,"['serc', 'rf']","physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2022
