event_month,date_event_began,time_event_began,restoration_date,restoration_time,area_affected,nerc_region_list,alert_criteria,event_type,demand_loss_(mw),number_of_customers_affected,year
august,nat,21:00:00,2023-07-30 00:00:00,10:00:00,illinois:winnebago county:cook county:will county:dekalb county:kendall county,"['mro', 'rf']","loss of electric service to more than 50,000 customers for 1 hour or more.",weather or natural disaster,,122921,2023
august,nat,18:00:00,2023-07-30 00:00:00,07:45:00,west virginia:virginia,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more.",weather or natural disaster,,52098,2023
august,nat,21:00:00,nat,,maryland:harford county,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more.",weather or natural disaster,,61000,2023
august,nat,12:16:00,2023-07-28 00:00:00,12:17:00,washington:skagit county,['wecc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,physical attack-vandalism,0,0,2023
august,nat,16:00:00,2023-08-01 00:00:00,07:00:00,maryland,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more.",weather or natural disaster,,53630,2023
august,nat,16:25:00,2023-07-29 00:00:00,16:28:00,maryland:montgomery county,['rf'],"loss of electric service to more than 50,000 customers for 1 hour or more.",weather or natural disaster,,54158,2023
august,nat,16:00:00,2023-07-29 00:00:00,16:01:00,massachusetts:franklin county,['npcc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility. physical threat to its bulk electric system control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. or suspicious device or activity at its bulk electric system control center.",threat  physical attack,0,0,2023
august,nat,20:30:00,nat,,missouri:kansas,"['serc', 'mro']","loss of electric service to more than 50,000 customers for 1 hour or more.",weather or natural disaster,,72173,2023
september,2023-09-29 00:00:00,22:16:00,2023-09-29 00:00:00,22:18:00,california:butte county,['wecc'],electrical system separation (islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,weather or natural disaster,18,9082,2023
september,2023-09-29 00:00:00,23:49:00,2023-09-30 00:00:00,03:10:00,texas:new mexico:lea county,"['texas re', 'wecc']","unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",weather or natural disaster,0,0,2023
september,2023-09-29 00:00:00,11:31:00,2023-09-29 00:00:00,12:07:00,pennsylvania,['rf'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,other,0,0,2023
september,2023-09-28 00:00:00,13:06:00,2023-09-28 00:00:00,16:30:00,massachusetts:rhode island,['npcc'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,other,0,0,2023
september,2023-09-25 00:00:00,05:12:00,2023-09-25 00:00:00,06:41:00,louisiana:east baton rouge parish,['serc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission equipment failure,103,23380,2023
september,2023-09-29 00:00:00,06:30:00,2023-09-29 00:00:00,07:01:00,pennsylvania,['rf'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,other,0,0,2023
september,2023-09-28 00:00:00,13:06:00,2023-09-28 00:00:00,16:30:00,massachusetts:rhode island,['npcc'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,other,0,0,2023
september,2023-09-24 00:00:00,23:44:00,2023-09-26 00:00:00,20:45:00,texas:dallas county:tarrant county:mclennan county:angelina county:bell county:williamson county:smith county,['texas re'],"loss of electric service to more than 50,000 customers for 1 hour or more",weather or natural disaster,,130000,2023
september,2023-09-18 00:00:00,08:53:00,2023-09-18 00:00:00,10:26:00,texas:cameron county,['texas re'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2023
september,2023-09-20 00:00:00,12:41:00,2023-09-20 00:00:00,23:25:00,oklahoma,['mro'],"damage or destruction of a facility within its reliability coordinator area, balancing authority area or transmission operator area that results in action(s) to avoid a bulk electric system emergency",,51,,2023
september,2023-09-16 00:00:00,00:59:00,2023-09-16 00:00:00,09:59:00,new york:suffolk county,['npcc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2023
september,2023-09-15 00:00:00,16:30:00,2023-09-15 00:00:00,17:00:00,illinois:grundy county,['serc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2023
september,2023-09-16 00:00:00,10:35:00,2023-09-17 00:00:00,01:00:00,connecticut:massachusetts:maine:rhode island:vermont:new hampshire,['npcc'],"loss of electric service to more than 50,000 customers for 1 hour or more",weather or natural disaster,,75000,2023
september,2023-09-13 00:00:00,09:15:00,2023-09-13 00:00:00,18:16:00,texas:hidalgo county,['texas re'],damage or destruction of its facility that results from actual or suspected intentional human action.,physical attack,0,0,2023
september,2023-09-08 00:00:00,23:44:00,2023-09-10 00:00:00,19:00:00,texas:tarrant county:dallas county,['texas re'],"loss of electric service to more than 50,000 customers for 1 hour or more",weather or natural disaster,,190000,2023
september,2023-09-08 00:00:00,06:30:00,2023-09-08 00:00:00,09:00:00,washington:king county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2023
september,2023-09-08 00:00:00,18:06:00,2023-09-08 00:00:00,18:51:00,massachusetts:essex county,['npcc'],unplanned evacuation from its bulk electric system control center facility for 30 continuous minutes or more.,other,0,0,2023
september,2023-09-08 00:00:00,15:15:00,2023-09-09 00:00:00,22:05:00,connecticut:massachusetts:maine:rhode island:vermont:new hampshire,['npcc'],"loss of electric service to more than 50,000 customers for 1 hour or more",weather or natural disaster,,114000,2023
september,2023-09-09 00:00:00,10:31:00,2023-09-09 00:00:00,10:51:00,new york:queens county,['npcc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2023
september,2023-09-07 00:00:00,13:00:00,2023-09-07 00:00:00,13:15:00,texas:fayette county,['texas re'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2023
september,2023-09-08 00:00:00,06:30:00,2023-09-08 00:00:00,09:00:00,washington:king county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2023
september,2023-09-07 00:00:00,10:45:00,2023-09-07 00:00:00,21:00:00,texas,['texas re'],public appeal to reduce the use of electricity for purposes of maintaining the continuity of the bulk electric system,weather or natural disaster-other,,,2023
september,2023-09-06 00:00:00,16:30:00,2023-09-06 00:00:00,21:00:00,texas,['texas re'],public appeal to reduce the use of electricity for purposes of maintaining the continuity of the bulk electric system,weather or natural disaster-other,,,2023
september,2023-09-06 00:00:00,00:00:00,nat,,michigan:gratiot county,['rf'],damage or destruction of its facility that results from actual or suspected intentional human action.,weather or natural disaster-other,,0,2023
september,2023-09-05 00:00:00,01:38:00,2023-09-05 00:00:00,05:39:00,maine:kennebec county,['npcc'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,other,0,0,2023
october,2023-10-03 00:00:00,00:55:00,2023-10-03 00:00:00,01:13:00,missouri:st. louis county,['serc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism-theft-suspicious activity,,,2023
october,2023-10-03 00:00:00,16:00:00,2023-10-03 00:00:00,18:50:00,north carolina:south carolina,['serc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,,,2023
october,2023-10-03 00:00:00,23:44:00,2023-10-04 00:00:00,00:21:00,pennsylvania,['rf'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,,0,0,2023
october,2023-10-04 00:00:00,22:01:00,2023-10-06 00:00:00,04:15:00,texas,['texas re'],"loss of electric service to more than 50,000 customers for 1 hour or more",weather or natural disaster,,153000,2023
october,2023-10-05 00:00:00,18:38:00,2023-10-05 00:00:00,19:02:00,texas:new mexico:lea county:eddy county,"['texas re', 'wecc']","unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",other,0,0,2023
october,2023-10-06 00:00:00,02:42:00,2023-10-06 00:00:00,03:13:00,texas:cameron county,['texas re'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2023
october,2023-10-07 00:00:00,08:04:00,2023-10-08 00:00:00,02:32:00,new jersey,['rf'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism-suspicious activity,0,0,2023
october,2023-10-07 00:00:00,14:04:00,nat,,california:contra costa county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism-theft,0,0,2023
october,2023-10-07 00:00:00,08:49:00,2023-10-08 00:00:00,02:32:00,new jersey:essex county,['rf'],damage or destruction of its facility that results from actual or suspected intentional human action.,suspicious activity,,,2023
october,2023-10-12 00:00:00,14:37:00,2023-10-12 00:00:00,15:37:00,pennsylvania:armstrong county,['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,,,2023
october,2023-10-12 00:00:00,12:18:00,2023-10-12 00:00:00,12:19:00,texas:travis county,['texas re'],damage or destruction of its facility that results from actual or suspected intentional human action.,physical attack-other,0,0,2023
october,2023-10-12 00:00:00,14:37:00,2023-10-12 00:00:00,15:37:00,pennsylvania:armstrong county,['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,,,2023
october,2023-10-14 00:00:00,07:10:00,nat,,california:alameda county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,unknown-vandalism,,,2023
october,2023-10-14 00:00:00,12:47:00,2023-10-16 00:00:00,09:43:00,north dakota:mountrail county:williams county,['mro'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism-theft,0,0,2023
october,2023-10-15 00:00:00,07:16:00,2023-10-15 00:00:00,12:52:00,california:sacramento county,['wecc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",other,72,6,2023
october,2023-10-18 00:00:00,10:38:00,2023-10-19 00:00:00,18:00:00,florida:hillsborough county,['serc'],unplanned evacuation from its bulk electric system control center facility for 30 continuous minutes or more.,,0,0,2023
october,2023-10-19 00:00:00,10:30:00,2023-10-19 00:00:00,10:52:00,texas:lamb county:new mexico,['texas re'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",other,0,0,2023
october,2023-10-19 00:00:00,11:10:00,nat,,minnesota:goodhue county,['mro'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",,0,0,2023
october,2023-10-19 00:00:00,09:40:00,2023-10-19 00:00:00,09:45:00,pennsylvania:greene county,['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2023
october,2023-10-21 00:00:00,08:04:00,2023-10-21 00:00:00,08:05:00,california:san joaquin county,['texas re'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2023
october,2023-10-22 00:00:00,02:10:00,2023-10-23 00:00:00,17:00:00,texas:jasper county,['wecc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",physical attack-vandalism-theft-suspicious activity,0,0,2023
october,2023-10-25 00:00:00,23:39:00,2023-10-29 00:00:00,19:11:00,oklahoma:texas county,['texas re'],damage or destruction of its facility that results from actual or suspected intentional human action.,physical attack-generator loss or failure,0,0,2023
october,2023-10-26 00:00:00,11:21:00,2023-10-26 00:00:00,11:22:00,texas:orange county,['mro'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission equipment failure,,26,2023
october,2023-10-26 00:00:00,10:05:00,2023-10-26 00:00:00,10:20:00,illinois:cook county,['texas re'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2023
october,2023-10-26 00:00:00,12:41:00,2023-10-26 00:00:00,14:01:00,oregon:jefferson county,['serc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",other,140,0,2023
october,2023-10-26 00:00:00,10:05:00,2023-10-26 00:00:00,10:20:00,illinois:cook county,['wecc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2023
october,2023-10-29 00:00:00,04:00:00,2023-10-30 00:00:00,16:00:00,nevada,['wecc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2023
november,2023-11-01 00:00:00,14:37:00,nat,,texas:cameron county,['texas re'],damage or destruction of its facility that results from actual or suspected intentional human action.,physical attack,0,0,2023
november,2023-11-02 00:00:00,20:00:00,2023-11-02 00:00:00,20:06:00,south carolina:oconee county,['serc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2023
november,2023-11-02 00:00:00,11:10:00,2023-11-02 00:00:00,11:20:00,oregon:washington:idaho:bannock county:utah:wyoming,['wecc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,theft,0,0,2023
november,2023-11-06 00:00:00,16:00:00,2023-11-06 00:00:00,17:00:00,arkansas,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism-suspicious activity,0,0,2023
november,2023-11-09 00:00:00,13:35:00,2023-11-09 00:00:00,14:35:00,oklahoma:louisiana:texas,"['mro', 'serc', 'texas re']",unplanned evacuation from its bulk electric system control center facility for 30 continuous minutes or more.,other,0,0,2023
november,2023-11-09 00:00:00,03:00:00,2023-11-09 00:00:00,03:15:00,california:fresno county,['wecc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,vandalism-theft,0,0,2023
november,2023-11-10 00:00:00,18:10:00,2023-11-10 00:00:00,19:58:00,maryland:baltimore county,['rf'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,suspicious activity,0,0,2023
november,2023-11-10 00:00:00,18:10:00,2023-11-10 00:00:00,19:58:00,pennsylvania:montgomery county,['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2023
november,2023-11-10 00:00:00,08:00:00,2023-11-10 00:00:00,08:01:00,nevada,['wecc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",vandalism-theft-suspicious activity,0,0,2023
november,2023-11-11 00:00:00,00:45:00,2023-11-11 00:00:00,01:11:00,utah:salt lake county:california:oregon,['wecc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,vandalism,0,0,2023
november,2023-11-12 00:00:00,06:45:00,2023-11-12 00:00:00,08:59:00,washington:king county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,other,0,0,2023
november,2023-11-13 00:00:00,16:16:00,2023-11-13 00:00:00,16:36:00,north dakota:burleigh county,['mro'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",other,0,0,2023
november,2023-11-15 00:00:00,20:00:00,2023-11-16 00:00:00,20:30:00,california:imperial county,['wecc'],fuel supply emergencies that could impact electric power system adequacy or reliability,fuel supply emergency,0,0,2023
november,2023-11-16 00:00:00,03:18:00,nat,,florida:miami-dade county:broward county,['serc'],"loss of electric service to more than 50,000 customers for 1 hour or more",weather or natural disaster,0,0,2023
november,2023-11-17 00:00:00,01:43:00,2023-11-17 00:00:00,03:33:00,california:contra costa county,['wecc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",other,0,0,2023
november,2023-11-17 00:00:00,16:30:00,2023-11-17 00:00:00,16:41,texas:cameron county,['texas re'],damage or destruction of its facility that results from actual or suspected intentional human action.,,0,0,2023
november,2023-11-17 00:00:00,04:07:00,2023-11-17 00:00:00,04:21:00,colorado:douglas county,['wecc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",other,0,0,2023
november,2023-11-19 00:00:00,04:39:00,nat,,california:san joaquin county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2023
november,2023-11-19 00:00:00,14:00:00,2023-11-19 00:00:00,14:10:00,illinois:grundy county,['serc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2023
november,2023-11-19 00:00:00,03:00:00,2023-11-19 00:00:00,03:30:00,new jersey:gloucester county,['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",theft,0,0,2023
november,2023-11-20 00:00:00,00:00:00,2023-11-20 00:00:00,02:00:00,nevada,['wecc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",theft-suspicious activity,0,0,2023
november,2023-11-21 00:00:00,09:29:00,2023-11-21 00:00:00,09:30:00,california:san joaquin county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,theft,0,0,2023
november,2023-11-25 00:00:00,10:20:00,nat,,california:san bernardino county,['wecc'],cyber event that is not a reportable cyber security incident that causes interruptions of electrical system operations.,,0,0,2023
november,2023-11-26 00:00:00,01:00:00,2023-11-26 00:00:00,02:00:00,california:sutter county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,theft-other,0,0,2023
november,2023-11-27 00:00:00,06:00:00,2023-11-27 00:00:00,13:00:00,connecticut:massachusetts:maine:rhode island:vermont:new hampshire,['npcc'],"loss of electric service to more than 50,000 customers for 1 hour or more",weather or natural disaster,0,0,2023
november,2023-11-27 00:00:00,11:53:00,2023-11-27 00:00:00,13:53:00,colorado,['wecc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",other,0,0,2023
november,2023-11-29 00:00:00,09:00:00,nat,,texas:callahan county,['texas re'],damage or destruction of its facility that results from actual or suspected intentional human action.,physical attack-vandalism-suspicious activity,0,0,2023
december,2023-12-01 00:00:00,10:28:00,2023-12-01 00:00:00,10:29:00,pacificorp,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism-theft,0,0,2023
december,2023-12-02 00:00:00,10:07:00,2023-12-02 00:00:00,10:40:00,tampa electric company,['serc'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,other,0,0,2023
december,2023-12-03 00:00:00,04:27:00,nat,- unknown,pacific gas & electric co,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism-theft,0,0,2023
december,2023-12-03 00:00:00,04:27:00,2023-12-07 00:00:00,18:00:00,pacific gas and electric,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism-theft,0,0,2023
december,2023-12-04 00:00:00,00:00:00,nat,- unknown,tucson electric power,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism-theft,0,0,2023
december,2023-12-04 00:00:00,10:23:00,2023-12-04 00:00:00,13:46:00,seminole electric cooperative inc,['serc'],cyber security incident that was an attempt to compromise a high or medium impact bulk electric system cyber system or their associated electronic access control or monitoring systems,cyber event (information technology),0,0,2023
december,2023-12-05 00:00:00,23:11:00,2023-12-06 00:00:00,00:12:00,genon energy – new castle power llc,['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility",vandalism-theft,0,0,2023
december,2023-12-07 00:00:00,09:52:00,2023-12-07 00:00:00,09:53:00,orsted americas,['serc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism-suspicious activity,0,0,2023
december,2023-12-07 00:00:00,10:29:00,2023-12-07 00:00:00,13:05:00,new york state electric & gas,['npcc'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,other,0,0,2023
december,2023-12-09 00:00:00,11:08:00,2023-12-09 00:00:00,11:12:00,wec energy group (wepco:wpsc:umerc:wep-miup),"['mro', 'rf']","physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2023
december,2023-12-11 00:00:00,00:00:00,2023-12-11 00:00:00,12:00:00,apex generating station,['wecc'],"physical threat to its bulk electric system control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. or suspicious device or activity at its bulk electric system control center.",vandalism-theft-suspicious activity-other,0,0,2023
december,2023-12-11 00:00:00,14:04:00,2023-12-12 00:00:00,14:35:00,bonneville power administration,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2023
december,2023-12-11 00:00:00,14:04:00,2023-12-12 00:00:00,14:35:00,bonneville power administration,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2023
december,2023-12-12 00:00:00,12:20:00,2023-12-12 00:00:00,12:21:00,austin energy,"['texas', 'texas re']",damage or destruction of its facility that results from actual or suspected intentional human action.,other,0,0,2023
december,2023-12-12 00:00:00,09:30:00,2023-12-13 00:00:00,05:02:00,oncor electric delivery company llc,"['texas', 'texas re']",damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2023
december,2023-12-12 00:00:00,12:20:00,2023-12-12 00:00:00,,austin energy,"['texas', 'texas re']",damage or destruction of its facility that results from actual or suspected intentional human action.,other,0,0,2023
december,2023-12-14 00:00:00,10:45:00,2023-12-14 00:00:00,11:06:00,western area power administration - upper great plains region - (ncr01036),['wecc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",,20,1,2023
december,2023-12-14 00:00:00,23:54:00,nat,- unknown,consolidated edison of new york:inc.,['npcc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",failure at high voltage substation or switchyard,0,0,2023
december,2023-12-15 00:00:00,12:46:00,2023-12-15 00:00:00,16:00:00,consumers energy co,['rf'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,physical attack-vandalism-suspicious activity,,,2023
december,2023-12-15 00:00:00,12:46:00,2023-12-15 00:00:00,16:00:00,consumers energy co,['rf'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,physical attack-vandalism-suspicious activity,,,2023
december,2023-12-15 00:00:00,13:53:00,2023-12-15 00:00:00,14:17:00,luma energy,,firm load shedding of 100 megawatts or more implemented under emergency operational policy,generator loss or failure,120,126197,2023
december,2023-12-16 00:00:00,02:05:00,2023-12-16 00:00:00,02:29:00,luma energy,,uncontrolled loss of 300 megawatts or more of firm system loads for 15 minutes or more from a single incident,generator loss or failure,,,2023
december,2023-12-16 00:00:00,02:05:00,2023-12-16 00:00:00,02:29:00,luma energy,,uncontrolled loss of 300 megawatts or more of firm system loads for 15 minutes or more from a single incident,generator loss or failure,220,230330,2023
december,2023-12-17 00:00:00,10:46:00,2023-12-17 00:00:00,10:57:00,luma energy,,firm load shedding of 100 megawatts or more implemented under emergency operational policy,generator loss or failure,126,,2023
december,2023-12-17 00:00:00,10:46:00,2023-12-17 00:00:00,10:57:00,luma energy,,firm load shedding of 100 megawatts or more implemented under emergency operational policy,generator loss or failure,80,127585,2023
december,2023-12-18 00:00:00,13:11:00,2023-12-18 00:00:00,13:23:00,luma energy,,firm load shedding of 100 megawatts or more implemented under emergency operational policy,generator loss or failure,115,170316,2023
december,2023-12-18 00:00:00,05:45:00,nat,- unknown,iso new england,['wecc'],"loss of electric service to more than 50,000 customers for 1 hour or more",weather or natural disaster,,730000,2023
december,2023-12-18 00:00:00,10:55:00,2023-12-18 00:00:00,11:41:00,first energy solutions corp.,['rf'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",other,0,0,2023
december,2023-12-19 00:00:00,00:41:00,2023-12-19 00:00:00,00:47:00,luma energy,,firm load shedding of 100 megawatts or more implemented under emergency operational policy,generator loss or failure,77,50204,2023
december,2023-12-22 00:00:00,13:55:00,2023-12-22 00:00:00,14:45:00,nv energy,['wecc'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,,0,0,2023
december,2023-12-23 00:00:00,00:43:00,2023-12-23 00:00:00,00:48:00,luma energy,,firm load shedding of 100 megawatts or more implemented under emergency operational policy,generator loss or failure,65,37850,2023
december,2023-12-24 00:00:00,02:07:00,2023-12-24 00:00:00,13:39:00,seminole electric cooperative inc,['serc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2023
december,2023-12-25 00:00:00,19:56:00,2023-12-25 00:00:00,20:01:00,luma energy,,firm load shedding of 100 megawatts or more implemented under emergency operational policy,generator loss or failure,105,36100,2023
december,2023-12-25 00:00:00,08:35:00,2023-12-25 00:00:00,15:00:00,consolidated edison of new york:inc.,['npcc'],unplanned evacuation from its bulk electric system control center facility for 30 continuous minutes or more,other,0,0,2023
december,2023-12-27 00:00:00,14:44:00,2023-12-28 00:00:00,04:14:00,otter tail power co,['mro'],electrical system separation (islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,weather or natural disaster,14,8000,2023
december,2023-12-27 00:00:00,11:11:00,2023-12-27 00:00:00,11:12:00,pacificorp,['wecc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,suspicious activity-transmission equipment failure,0,0,2023
december,2023-12-30 00:00:00,21:00:00,2023-12-30 00:00:00,22:15:00,american electric power (regulated generation),['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,,,2023
december,2023-12-30 00:00:00,05:00:00,2023-12-30 00:00:00,06:48:00,lower colorado river authority,"['texas', 'texas re']","physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2023
january,2021-01-01 00:00:00,07:04:00,2021-01-01 00:00:00,07:05:00,california:alameda county,['wecc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,vandalism,0,0,2021
january,2021-01-02 00:00:00,10:28:00,2021-01-02 00:00:00,10:29:00,california:butte county,['wecc'],electrical system separation (islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,system operations,8,5803,2021
january,2021-01-04 00:00:00,10:34:00,2021-01-04 00:00:00,10:49:00,pennsylvania,['rf'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,6,3825,2021
january,2021-01-08 00:00:00,01:26:00,2021-01-08 00:00:00,02:45:00,arkansas:prairie county,['serc'],damage or destruction of its facility that results from actual or suspected intentional human action.,sabotage,,1908,2021
